,cooler_id,amount,calmonth,media_ventas,mediana_ventas,proba_mensual
0,0016ec5ff0bab59a840bfb35f19432270b06e821b6807f5c822909f42d36feba,419.1709289550781,2025-05-01,427.1904857142857,422.42769999999996,0.984959374
1,00190192bd70e98a2399c87c883f9abd122ddf1ea915157bae0955be02aad98b,23.526674270629883,2025-05-01,17.65597857142857,17.4945,0.624725052
2,001eacd5c959eff51b42e8855473e89be89b46e8a5d0d80dfc59363fcedf90ac,1611.8375244140625,2025-05-01,1548.3220857142858,1508.4805000000001,0.797904331
3,0025f7d0ed62936e9107af28a61d68a8a34606d1690dab950662972394def868,55.205204010009766,2025-05-01,63.597300000000004,62.30315,0.912829135
4,0026be8ea32cc11fe427ed626def3096f35d0fbdb4da1cc99aa9ef0ce79a1b75,185.47903442382812,2025-05-01,222.63971785714284,222.792,0.683570648
5,002cf495266f8062dd3bc307c17498bbcdbab860367fa893e7fc1cea49334b1b,1160.4222412109375,2025-05-01,1030.8737107142856,1002.0755,0.695994818
6,004af01adc073bfb698297f5f94c088be29aac2936689feaf5864bd8fe12d6a9,166.4664306640625,2025-05-01,136.03824285714285,142.38780000000003,0.787375788
7,0051dfc3e58be7a36428e6f842dd071a8dbefe5754b016d806dfe2eb6dab67d2,407.0223693847656,2025-05-01,404.1639321428571,392.85299999999995,0.999315541
8,005241ae2ff948115acb4556ffb066ee3a37aa94f61d2f29253fb0ac6326b2c8,240.717041015625,2025-05-01,295.77061428571426,297.23130000000003,0.113154762
9,00751b2353a314abe35bf55c36801f73b5e5c63ffe3ebe1409af3ed74335cbc7,383.69757080078125,2025-05-01,415.56066428571427,402.256,0.113154762
10,00b0cc67da55875210fdca5d8751f32712faea23506bb4bc38d4894710246964,20.460908889770508,2025-05-01,22.424042857142858,25.6288,0.11
11,00c548127cb00c3ec7157959cb5ffdf33de724f289b96e5ccb47df82f8bffe77,269.8335876464844,2025-05-01,264.67512142857146,258.75235,0.643616809
12,00d544621891ec2ed4f01052df526d069177a92e7ed2e948a4a2e942e12a45a6,495.23858642578125,2025-05-01,551.6767035714286,551.3588,0.981659122
13,00dfde7f4b45b5e702f747615653814a2c2d6795891ba949ec318513a94420be,1239.60595703125,2025-05-01,1096.4642785714286,1111.73575,0.586674
14,0106fe51a41f53fe8995685d4ba3e90ee3037f608b2a458df6fbb5ea776999a6,432.5759582519531,2025-05-01,403.92638214285716,406.15125,0.939407806
15,010dd76f7f224b67c4b92f0f38a420878661971d0635af20c9c1587b75583a40,732.001708984375,2025-05-01,686.6787214285714,686.17775,0.932850402
16,011151df5ec4d08c526f6854788bdf22f343d045f32a9cdd46ba47cabc70dfd4,398.3537292480469,2025-05-01,383.5418642857143,371.71755,0.927816628
17,011350dc189a41185075f2cf1df6d260113aaa6db8dab3b1f7c9ae7008505d70,202.49447631835938,2025-05-01,251.28148214285716,227.9772,0.02
18,013c43081b1b086eb59f94a33aaee26ae81f85e9dbf48f5ff6338c45fb0de21a,170.19985961914062,2025-05-01,170.19836785714284,172.719,0.672698052
19,0146a78deb30e6c5794d614cfc5d38a7c77de97242d418539cebad5226e8995d,616.4569091796875,2025-05-01,645.8591749999999,646.98595,0.398204259
20,0148c47aa03989416869c3b86bc86c8f5a8715a6f6f3059f7a163613a4f3fc65,13.4795560836792,2025-05-01,34.093807142857145,29.78165,0.887500598
21,014adbb14b5e216bb7e3fd60ff678df8a0165c408c954bc8633977bff531f4fc,426.3358459472656,2025-05-01,205.5664392857143,201.6845,0.113154762
22,015f1bca5a1362790e1c071a856512373cc4f9780a6e9a798da55a8154df86eb,443.4052734375,2025-05-01,545.8850785714286,568.6174000000001,0.563100155
23,01950f23d9fe47e893c9781d4e5a43f8a799faa9db7caca3403531d62f97c593,23.264314651489258,2025-05-01,17.423939285714287,17.73525,0.490366563
24,0197f074a1e047d0a37d0abd9403e11d1d67fb3637265ec1ebe86f7b9627d4b2,214.92269897460938,2025-05-01,229.1497,219.47415,0.213505524
25,019ec10a06d217056e067269c396cdaf84d25e532c79ad637fcb4af02b485390,146.81719970703125,2025-05-01,118.1774642857143,121.2054,0.113154762
26,01c58441c8a2bce1899366dfa664f62d82e2a307ec9a726573d492aa1fbfca57,465.52197265625,2025-05-01,458.7419607142857,467.1142,0.954784627
27,01d84a4d769ce0281bddb5183b47478a875e2d957729bf1fb1c10257b7301e0a,284.0363464355469,2025-05-01,281.76259999999996,270.90689999999995,0.035
28,01e0321f94b5d3d807b4c5be019dd99c88b6a9e3109f1d3f0de8619946fc22dc,283.9486999511719,2025-05-01,379.45345714285713,376.42409999999995,0.941899533
29,01fa415e6f6c4990d45f3004b7d50f09cd1ecc2be6f9d579dc5f8bb74facb584,153.41659545898438,2025-05-01,117.57375714285715,106.1588,0.977527726
30,020195cf7309e056fe12142d727e67deb7c123302a6fc10b549e2a27a2ff19f5,429.3716735839844,2025-05-01,433.02403214285715,437.976,0.72423309
31,0205ddea174735a30cef761ea893a1e59429b6e5f5bbb67aaa7b3e3db53bf282,651.10595703125,2025-05-01,647.4318214285714,640.2869499999999,0.639755488
32,0209b831ca816fcebb1729c64c5dc3287c21e6a85d27ec8c87ad78b9e0dda095,718.24609375,2025-05-01,802.5054464285714,805.1392000000001,0.962805142
33,020f67bc4bc52ce3928fbf76ee65ead1df33ba612c31ee0bc04fbefa7f427f6f,218.76388549804688,2025-05-01,277.8502857142857,269.35755,0.52221931
34,0226ce8da3541ef0e28a7c3167c8abe47c570f493a0bee07225562a3f69f1d2b,30.401247024536133,2025-05-01,51.38055000000001,42.54905,0.82954113
35,023842de01c074f8f09c455418a012076cd914c20e7a4766c197bc48be1d1de5,521.8677368164062,2025-05-01,489.28006785714285,469.212,0.269141667
36,0238b2e366f7c002b314b31b1f68bcf31ed9d4a65c7da0f84571a673fda4bbb0,58.67782974243164,2025-05-01,52.56801071428571,51.97535,0.240752167
37,025608b544f60c0f399c43a653d3d4a7c9ef912f8f9d4de7386a2db1c4566640,589.639892578125,2025-05-01,499.0589964285714,476.71265,0.213505524
38,026c27bea6c07c07d837557bc01d2475faa504cf9a4c81e0f5027399bfa382ab,17.615205764770508,2025-05-01,18.385792857142857,19.02075,0.99829923
39,0274e5d0f9002a8a87ddf9941af93edeb663b6f1c0498d0e04400488b521bf51,146.96456909179688,2025-05-01,155.87350357142856,139.373,0.750825104
40,0277d68bf9e921961ca7ededbb0c3227410267a92ad5a77e0fa5958d708c2258,177.57479858398438,2025-05-01,202.19509642857142,201.76684999999998,0.213505524
41,0278799243f6a51e46ec863c93545f796f1394d7dc72d1f57a48d3571e292ec0,189.22100830078125,2025-05-01,177.8449,177.50945000000002,0.946383722
42,02972ddc880f1fc827520f9550362c4e6d40ad8f3f78024d461197419dab0939,615.3843383789062,2025-05-01,601.4597428571429,617.4802999999999,0.87332195
43,029a30ac094d3b31f28f23b701dcef9400f73fbdb324dcae3117a1681246bf28,295.0430908203125,2025-05-01,301.271,295.5644,0.612388371
44,02bda506dc9f2d8c2a0f721767a3338e1e2b0f5700f7d50454ef5cf2b26eb201,370.3459777832031,2025-05-01,299.111675,299.51865,0.937446449
45,02beeaf93d578974c6c7ec2dd7f369760e3b0fe0efdab4011bbc96c3c8025f25,508.38482666015625,2025-05-01,563.6871571428571,534.9245000000001,0.987018298
46,02c47e02d6db80b01c8d88b5f15dba49656daf21bb2598ea79eefb85b857cb43,170.8453369140625,2025-05-01,158.58602142857143,159.85595,0.193333333
47,02c540247a6e8eec970f87d04a1f3dd6ed8cac1a9d6b95baef05230572ebd399,444.3192443847656,2025-05-01,570.7235357142857,544.287,0.872968334
48,02c5baa984ad0d375051d570569241007e4ac0ea457f3a2617a85d3f65c510b2,237.0672607421875,2025-05-01,326.93536785714286,267.16184999999996,0.1175
49,02c775faadf0c7c44cf4082f3f36dcda5ec19d02b759d68f655b98fcab967377,921.4002685546875,2025-05-01,1042.4215142857142,984.7610999999999,0.432670192
50,02cc85687aa9b2ae77a6044c9534ccc5a5252ed2a01d248a369ef3c258a20607,45.73428726196289,2025-05-01,30.91821428571429,30.1807,0.898727654
51,02d294e740ecc982ac257021c38280a9e9cad09eb6fb88756fcc7d5811266283,156.66534423828125,2025-05-01,143.50296428571428,138.92275,0.113154762
52,02d6ee53ec7bdd53427d9f2cff298099ad443ce53dc1b26b151149a19fe01667,497.97802734375,2025-05-01,385.272675,368.65345,0.795068912
53,02d78e886c7f55e9112ae38b0981d208212d50c71bb2b879ea62b629419f4506,155.56134033203125,2025-05-01,179.21858214285712,178.73250000000002,0.759100866
54,02ea4b14a5718f160544b2ac6c42636264d55172e4d4d1eea0136717d20638a8,440.6106262207031,2025-05-01,491.766075,485.11069999999995,0.709895253
55,02f04dc556b92b8a95835a2f1ed2f58c569e3c72783227ddf37c4ea00afb0fe5,253.15443420410156,2025-05-01,238.16635357142857,248.96890000000002,0.113154762
56,02f1a1bc7b9bb7fd9cf2ecc86ea659166f9caf7dc056de40b7c291959011c37e,55.658756256103516,2025-05-01,55.19388571428571,55.616550000000004,0.995733713
57,02fb63544e3bd058cd292a5091a5271664f52bfaefe43e68105ce2f08562dba2,70.97055053710938,2025-05-01,106.25769285714286,103.67055,0.947567823
58,0307a8f4208c517eb4c3654e7677a7f056c9c107b9cfc868cfc378a7e9d7ffb0,35.371646881103516,2025-05-01,29.410128571428572,31.35175,0.927106477
59,03395b1b8b53dc5a9307738944ae61fa3b88cceea060a5fac775e2df4ff7c627,152.65145874023438,2025-05-01,192.2562714285714,193.3318,0.75145337
60,033b968e3fd872d3facf8dae2b6b0c1ef12c31a9a76f8bf765578b50354b85e6,550.0462646484375,2025-05-01,465.7218785714286,461.3351,0.213505524
61,0351763ff32cf20f54aaaba1ded070c8d330ef400e51a530324adafb83e86cbc,356.596435546875,2025-05-01,351.1460214285714,238.3399,0.999951174
62,035af27daad0c93181ae9b004870ccce3bd725e867fe02c1d24f54ecb2b14fe3,556.0968627929688,2025-05-01,555.5700392857143,536.61175,0.071666667
63,03627bc4fc2715b0bec54b738a62a40ec71a46f9c2ed768ad16e35bb4280dabc,433.9224548339844,2025-05-01,468.90597857142853,449.75685,0.999991259
64,0376adf34671c233777a0842e8b17198a84379a1934f925d5168d1d250574322,28.806001663208008,2025-05-01,28.0247,27.82705,0.1375
65,037dd5da1a666c885ab42d0d5714581377ba4b559b61fd785807027488c0b90c,3785.646484375,2025-05-01,4409.3211,4663.9102,0.02
66,038f57e0be4e53f9e8b26879b450f0e85183f3fde063cff1aa8a546b57ee0f0a,375.5614013671875,2025-05-01,365.540575,346.3116,0.318149111
67,03a20f76ac53eb85cefadc4e4b8bc50a153c99cf4f61780540184991a4810613,1872.6534423828125,2025-05-01,1575.3585392857144,1566.46785,0.975531011
68,03b4e921ad75821e679b0aff1357b450754342fb139d57cd62ef3a09a598540e,338.221435546875,2025-05-01,389.9957964285714,384.5964,0.794101303
69,03b66efb7c375d073318c99498ce5aaef6f78fec2af21de583478408ea6d629b,719.9846801757812,2025-05-01,679.878207142857,662.1559,0.996799623
70,03ceff4ea65beea0d111df3a837c794b22fa824444d71942aee68d24ceae6353,132.84530639648438,2025-05-01,177.71195000000003,179.59134999999998,0.370434807
71,03d7190ddccebf0f2cb73c89614ef307b115d5a33601808850a9154d31c4ed8f,276.97332763671875,2025-05-01,264.506825,263.41365,0.428267222
72,03dc34ad6768cb85982c1d0a80426babcae00637031f293623fd536cb14abe19,7.648317813873291,2025-05-01,0.0,0.0,0.582828
73,04080309a84fa63bdcf07c5d1fda3f5f2384de1127d4faa8e47ef07a0366536d,861.064697265625,2025-05-01,837.1468285714285,826.79525,0.27
74,040bccf7d0afa3a78cdda58d01500510ffa173d6d23d346941a73bb1ed401dfa,483.426513671875,2025-05-01,391.87350000000004,372.36654999999996,0.471200046
75,040fba16ed0cb7f2df5258bb446851e9064fc26b3c9796d4a47579aa9b0904de,403.4230651855469,2025-05-01,396.2820571428571,400.0988,0.797899359
76,0442107279969d3b2f15809c51516b1f251f69c5da147bbe6908973abdea632e,1140.1317138671875,2025-05-01,1069.4896535714286,1113.43125,0.778874213
77,0461b54d175d40da57079cecf4e18ced32cd3b63a3586dcfdc97f3742d67b269,1516.1600341796875,2025-05-01,1167.8732285714286,1178.1291,0.551078313
78,0464d371ed753ff52aa6cc7b3327f2d75814ec78a258b7a38e18296ab4a9af0a,121.865234375,2025-05-01,124.4884892857143,121.89904999999999,0.503400194
79,047ae080e5c08ddabb21926dc54e4454c9bab85176dcf1b7eab6fb74dd0b004d,418.4764404296875,2025-05-01,400.3687035714286,405.84950000000003,0.113154762
80,04880aa0bba0f7b72e33d16d3a3a67d2a20615654796ee85541056d2cd4d49c7,129.20022583007812,2025-05-01,143.21756071428572,135.85045000000002,0.78554779
81,04b75229f80453f1a790ce74b9854054a9c4da4e53d8b8a55186da11c2f42ba0,227.81500244140625,2025-05-01,274.7502214285714,260.87625,0.932775068
82,04b7de75777f7439f88e8e6fced19b74c7e2c65c8357e99f35cc85a27b051e85,219.22271728515625,2025-05-01,173.7037464285714,165.0653,0.999544758
83,04c8cfd7163e01da53efdb7043839126c39ac561c5d57b5ee82d5266128f8824,412.36810302734375,2025-05-01,65.80340357142857,0.0,0.291753472
84,04d2a02e2a61e57ecadbd6ca98ba52266a61e54ff6a7927460afa8b77907af08,314.5734558105469,2025-05-01,314.617375,308.5521,0.999216564
85,04df4ff25513d9492bcf3ecccccf9a19b1c7bbd266a941db0c19c375585d28e4,613.5326538085938,2025-05-01,676.8728035714286,661.37495,0.113154762
86,04e97dc375a7b0343291ee7e47254afa71ee4c6e06ec907e4aead498850ef564,1040.8302001953125,2025-05-01,1075.4903285714286,1085.5129000000002,0.393844417
87,04ed32e8e57a6286183e30ec8a1b43f9986df085f3f2f85de24c7a1973b91de9,244.48973083496094,2025-05-01,259.66214285714284,254.25435,0.885896174
88,04f5c82bb0ee61377385fb9e01ac108a25a44b4f94659436ecc02c1fb7c600c1,671.4761352539062,2025-05-01,691.5495785714286,670.07125,0.213505524
89,051290661d4e34a843832453e3b2c87fa57405da67f099b2be48293b8ac7f13d,256.25726318359375,2025-05-01,281.84344285714286,273.47805000000005,0.949849473
90,051a270d422691e8fa6ba0d612d89eea1f67564857ff2847490d09a3d0febfd8,261.2375183105469,2025-05-01,341.3325107142858,323.31535,0.894175417
